Period,Code,Sex,Age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,60-64,14.31617,13.89868,14.73367,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,65-69,11.06223,10.65585,11.46862,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,70-74,8.09228,7.69345,8.4911,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,75-79,5.55944,5.17294,5.94594,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,80-84,3.60826,3.26775,3.94878,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,85-89,2.26172,1.98127,2.54216,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,90plus,1.45792,1.19001,1.72582,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,lessthan1,63.35223,62.89628,63.80817,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,01-04,62.67807,62.22027,63.13587,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,05-09,58.92455,58.46993,59.37916,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,10-14,54.23875,53.79001,54.68748,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,15-19,49.56709,49.12469,50.00949,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,20-24,44.96521,44.52937,45.40104,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,25-29,40.43221,40.00328,40.86114,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,30-34,35.89356,35.46897,36.31816,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,35-39,31.4166,30.99637,31.83682,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,40-44,27.11388,26.69993,27.52782,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,45-49,23.08004,22.6738,23.48627,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,50-54,19.30627,18.90789,19.70464,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,55-59,15.83314,15.44552,16.22076,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,60-64,12.70531,12.3321,13.07852,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,65-69,9.89034,9.52842,10.25227,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,70-74,7.39909,7.0469,7.75129,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,75-79,5.35526,5.00302,5.7075,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,80-84,3.7393,3.40705,4.07155,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,85-89,2.55566,2.27212,2.8392,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,90plus,1.80683,1.52108,2.09257,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,lessthan1,63.73925,63.2551,64.22341,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,01-04,62.99494,62.50926,63.48061,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,05-09,59.19378,58.71079,59.67676,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,10-14,54.43952,53.96168,54.91735,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,15-19,49.72742,49.25568,50.19915,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,20-24,45.11933,44.65581,45.58285,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,25-29,40.58566,40.12857,41.04276,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,30-34,36.07513,35.62334,36.52693,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,35-39,31.66472,31.21756,32.11188,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,40-44,27.44177,27.00048,27.88307,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,45-49,23.4813,23.04712,23.91548,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,50-54,19.78634,19.36155,20.21113,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,55-59,16.35559,15.94138,16.76981,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,60-64,13.19981,12.80085,13.59877,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,65-69,10.23403,9.84812,10.61993,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,70-74,7.60474,7.23231,7.97718,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,75-79,5.43372,5.07392,5.79353,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,80-84,3.73488,3.41218,4.05758,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,85-89,2.484,2.20865,2.75934,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,F,90plus,1.66736,1.39428,1.94044,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,lessthan1,65.40758,64.9956,65.81956,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,01-04,64.7062,64.29285,65.11955,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,05-09,60.93428,60.52434,61.34423,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,10-14,56.20758,55.80349,56.61167,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,15-19,51.50106,51.10337,51.89874,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,20-24,46.87956,46.48889,47.27022,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,25-29,42.34573,41.96313,42.72833,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,30-34,37.88593,37.51296,38.2589,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,35-39,33.50989,33.14508,33.87471,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,40-44,29.26989,28.9133,29.62648,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,45-49,25.17838,24.8296,25.52716,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,50-54,21.26656,20.92703,21.60609,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,55-59,17.57925,17.24892,17.90959,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,60-64,14.20666,13.88935,14.52398,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,65-69,11.15604,10.84612,11.46596,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,70-74,8.38447,8.07932,8.68963,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,75-79,6.01254,5.70666,6.31843,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,80-84,4.063,3.7756,4.3504,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,85-89,2.61591,2.37685,2.85496,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,M,90plus,1.66056,1.43208,1.88905,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,lessthan1,66.3674,65.92483,66.80996,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,01-04,65.6125,65.16887,66.05612,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,05-09,61.86326,61.42306,62.30346,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,10-14,57.17327,56.739,57.60753,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,15-19,52.51063,52.08303,52.93824,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,20-24,47.97424,47.55549,48.39299,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,25-29,43.56159,43.1543,43.96888,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,30-34,39.18001,38.78293,39.57708,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,35-39,34.82993,34.44291,35.21696,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,40-44,30.57389,30.19505,30.95273,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,45-49,26.45792,26.08685,26.829,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,50-54,22.51636,22.15245,22.88027,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,55-59,18.76478,18.41043,19.11913,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,60-64,15.23224,14.88792,15.57655,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,65-69,11.86176,11.52506,12.19846,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,70-74,8.74736,8.41556,9.07917,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,75-79,6.05856,5.73345,6.38367,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,80-84,3.94486,3.65561,4.23411,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,85-89,2.48406,2.24417,2.72395,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000008,F,90plus,1.61437,1.38406,1.84469,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,lessthan1,65.16754,64.69952,65.63557,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,01-04,64.49482,64.0249,64.96474,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,05-09,60.69602,60.229,61.16303,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,10-14,55.9283,55.46681,56.38979,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,15-19,51.19867,50.74369,51.65364,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,20-24,46.56999,46.12242,47.01756,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,25-29,42.04683,41.60893,42.48473,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,30-34,37.6253,37.20104,38.04956,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,35-39,33.30741,32.89425,33.72056,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,40-44,29.13149,28.73322,29.52977,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,45-49,25.12577,24.73878,25.51277,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,50-54,21.28962,20.91545,21.66378,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,55-59,17.67269,17.31299,18.03239,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,60-64,14.35017,14.00345,14.69689,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,65-69,11.30078,10.96372,11.63785,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,70-74,8.54483,8.2138,8.87586,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,75-79,6.188,5.86028,6.51572,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,80-84,4.2224,3.91287,4.53193,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,85-89,2.76591,2.50615,3.02568,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,M,90plus,1.75695,1.50936,2.00453,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,lessthan1,65.27632,64.77958,65.77306,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,01-04,64.53435,64.03628,65.03242,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,05-09,60.79417,60.29975,61.28858,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,10-14,56.11808,55.63017,56.606,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,15-19,51.48484,51.00414,51.96555,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,20-24,46.98215,46.5112,47.4531,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,25-29,42.61527,42.15811,43.07244,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,30-34,38.30649,37.8624,38.75059,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,35-39,34.03828,33.60532,34.47124,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,40-44,29.87079,29.45057,30.29102,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,45-49,25.84248,25.43318,26.25178,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,50-54,21.99137,21.59405,22.38868,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,55-59,18.31673,17.93142,18.70203,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,60-64,14.87709,14.50409,15.25008,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,65-69,11.54369,11.17964,11.90774,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,70-74,8.45764,8.10122,8.81407,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,75-79,5.79285,5.44552,6.14017,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,80-84,3.75931,3.45386,4.06477,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,85-89,2.36266,2.11122,2.61411,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000009,F,90plus,1.53719,1.29861,1.77578,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,lessthan1,59.60156,59.05831,60.14481,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,01-04,58.87099,58.32562,59.41637,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,05-09,55.03012,54.48664,55.5736,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,10-14,50.2642,49.72547,50.80292,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,15-19,45.57413,45.04163,46.10663,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,20-24,40.99706,40.47178,41.52234,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,25-29,36.5781,36.06094,37.09525,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,30-34,32.32777,31.82279,32.83275,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,35-39,28.22065,27.72834,28.71296,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,40-44,24.29825,23.82441,24.77209,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,45-49,20.554,20.0961,21.0119,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,50-54,17.00953,16.56737,17.45168,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,55-59,13.74995,13.32475,14.17515,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,60-64,10.86661,10.45908,11.27413,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,65-69,8.40603,8.00801,8.80404,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,70-74,6.20424,5.80787,6.60061,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,75-79,4.38097,3.97468,4.78727,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,80-84,2.95442,2.56359,3.34525,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,85-89,1.91423,1.59526,2.2332,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,M,90plus,1.2797,0.97622,1.58319,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,lessthan1,59.9107,59.32302,60.49838,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,01-04,59.14766,58.55853,59.7368,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,05-09,55.41113,54.82727,55.99499,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,10-14,50.76366,50.18954,51.33777,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,15-19,46.17562,45.6131,46.73814,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,20-24,41.69491,41.1462,42.24361,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,25-29,37.31042,36.77366,37.84718,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,30-34,33.0604,32.53554,33.58526,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,35-39,28.97048,28.46028,29.48069,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,40-44,25.05301,24.55879,25.54723,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,45-49,21.33267,20.85508,21.81026,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,50-54,17.80509,17.34373,18.26645,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,55-59,14.55405,14.10852,14.99958,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,60-64,11.592,11.16261,12.0214,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,65-69,8.92704,8.51056,9.34352,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,70-74,6.56855,6.16205,6.97505,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,75-79,4.60233,4.2002,5.00446,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,80-84,3.02153,2.65318,3.38987,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,85-89,1.87208,1.57189,2.17227,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000001,F,90plus,1.09523,0.81852,1.37193,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,lessthan1,60.99785,60.60246,61.39325,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,01-04,60.31765,59.92062,60.71468,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,05-09,56.53704,56.14311,56.93097,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,10-14,51.82428,51.43658,52.21197,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,15-19,47.17177,46.79155,47.55199,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,20-24,42.63723,42.26568,43.00878,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,25-29,38.22235,37.85888,38.58582,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,30-34,33.92807,33.57273,34.28341,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,35-39,29.76375,29.41761,30.10988,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,40-44,25.80177,25.46696,26.13658,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,45-49,22.03003,21.70493,22.35512,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,50-54,18.46106,18.14545,18.77666,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,55-59,15.13543,14.8303,15.44056,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,60-64,12.1367,11.84305,12.43035,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,65-69,9.48764,9.20081,9.77448,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,70-74,7.10016,6.81583,7.38449,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,75-79,5.0985,4.81063,5.38637,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,80-84,3.48024,3.20478,3.7557,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,85-89,2.31298,2.08281,2.54315,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,M,90plus,1.5289,1.30875,1.74905,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,lessthan1,61.71072,61.29973,62.12171,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,01-04,61.0003,60.58787,61.41274,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,05-09,57.24398,56.83412,57.65383,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,10-14,52.56032,52.15544,52.9652,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,15-19,47.93329,47.53434,48.33224,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,20-24,43.3999,43.00823,43.79158,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,25-29,38.9685,38.58517,39.35183,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,30-34,34.65446,34.27879,35.03013,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,35-39,30.47937,30.11187,30.84688,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,40-44,26.47903,26.12332,26.83474,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,45-49,22.66408,22.3179,23.01026,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,50-54,19.06429,18.72773,19.40085,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,55-59,15.70757,15.38088,16.03426,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,60-64,12.64745,12.33053,12.96437,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,65-69,9.86602,9.55627,10.17577,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,70-74,7.36449,7.06019,7.66879,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,75-79,5.24289,4.94091,5.54487,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,80-84,3.52304,3.2482,3.79788,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,85-89,2.25532,2.02694,2.48369,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000002,F,90plus,1.37885,1.16525,1.59245,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,lessthan1,61.27842,60.7935,61.76335,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,01-04,60.59348,60.10666,61.08031,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,05-09,56.83675,56.35355,57.31995,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,10-14,52.15776,51.6815,52.63402,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,15-19,47.53153,47.06357,47.99948,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,20-24,43.01677,42.55837,43.47517,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,25-29,38.60179,38.15232,39.05126,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,30-34,34.31998,33.88199,34.75798,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,35-39,30.1785,29.75206,30.60495,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,40-44,26.21701,25.80386,26.63016,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,45-49,22.41632,22.01556,22.81708,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,50-54,18.81865,18.42963,19.20767,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,55-59,15.44813,15.07355,15.82271,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,60-64,12.3752,12.01421,12.73619,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,65-69,9.64213,9.28963,9.99463,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,70-74,7.20399,6.85221,7.55576,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,75-79,5.15684,4.79816,5.51551,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,80-84,3.48106,3.13568,3.82644,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,85-89,2.23909,1.95555,2.52264,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,M,90plus,1.41712,1.14965,1.68459,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,lessthan1,61.81787,61.30803,62.32771,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,01-04,61.12291,60.61133,61.63448,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,05-09,57.4227,56.91548,57.92991,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,10-14,52.79193,52.29257,53.29129,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,15-19,48.19287,47.70247,48.68326,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,20-24,43.69137,43.21148,44.17126,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,25-29,39.27778,38.8065,39.74905,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,30-34,34.97013,34.50836,35.43191,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,35-39,30.8025,30.3515,31.2535,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,40-44,26.78432,26.34508,27.22356,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,45-49,22.94834,22.5203,23.37638,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,50-54,19.30107,18.88464,19.71751,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,55-59,15.89988,15.49497,16.30479,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,60-64,12.77942,12.38863,13.17021,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,65-69,9.9219,9.5412,10.30261,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,70-74,7.36417,6.98843,7.73991,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,75-79,5.19964,4.82513,5.57414,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,80-84,3.45788,3.10963,3.80613,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000003,F,85-89,2.1677,1.88301,2.4524,HLE
