Period,Code,Sex,Age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,20-24,47.5097,47.04869,47.9707,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,25-29,43.10715,42.65957,43.55472,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,30-34,38.76099,38.32547,39.19652,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,35-39,34.45845,34.03451,34.88238,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,40-44,30.26328,29.85441,30.67215,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,45-49,26.20521,25.80676,26.60366,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,50-54,22.318,21.93064,22.70537,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,55-59,18.62546,18.25138,18.99954,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,60-64,15.15087,14.78994,15.5118,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,65-69,11.81587,11.46428,12.16746,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,70-74,8.73955,8.39753,9.08157,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,75-79,6.07312,5.74131,6.40492,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,80-84,3.99433,3.69699,4.29167,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,85-89,2.53233,2.28555,2.7791,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,90plus,1.63513,1.39965,1.8706,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,lessthan1,59.30744,58.76396,59.85093,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,01-04,58.57079,58.02519,59.11639,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,05-09,54.71874,54.17504,55.26245,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,10-14,49.94242,49.40372,50.48113,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,15-19,45.24976,44.71771,45.78181,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,20-24,40.66191,40.13785,41.18596,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,25-29,36.23593,35.71972,36.75214,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,30-34,31.97887,31.47496,32.48278,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,35-39,27.87898,27.39135,28.36662,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,40-44,23.95129,23.48282,24.41976,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,45-49,20.20616,19.75354,20.65878,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,50-54,16.66134,16.22645,17.09623,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,55-59,13.41312,12.99597,13.83027,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,60-64,10.56474,10.16594,10.96354,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,65-69,8.13384,7.74677,8.5209,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,70-74,5.96717,5.58511,6.34924,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,75-79,4.19821,3.81317,4.58325,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,80-84,2.80234,2.45309,3.15158,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,85-89,1.8136,1.52853,2.09866,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,90plus,1.22492,0.95065,1.4992,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,lessthan1,60.26997,59.69584,60.84411,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,01-04,59.47932,58.90388,60.05476,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,05-09,55.71682,55.14516,56.28848,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,10-14,51.03863,50.47439,51.60288,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,15-19,46.42035,45.86524,46.97547,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,20-24,41.91245,41.36841,42.45649,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,25-29,37.51953,36.98732,38.05174,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,30-34,33.25999,32.73975,33.78023,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,35-39,29.14876,28.64214,29.65537,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,40-44,25.22165,24.73114,25.71216,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,45-49,21.48941,21.01415,21.96467,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,50-54,17.94891,17.49134,18.40648,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,55-59,14.6976,14.25532,15.13989,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,60-64,11.72523,11.30057,12.14988,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,65-69,9.04469,8.63339,9.456,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,70-74,6.67129,6.2714,7.07117,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,75-79,4.69748,4.30269,5.09227,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,80-84,3.11534,2.74682,3.48386,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,85-89,1.96043,1.6575,2.26337,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,90plus,1.17334,0.89073,1.45595,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,lessthan1,61.23167,60.84075,61.62259,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,01-04,60.56725,60.17449,60.96,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,05-09,56.75325,56.36278,57.14373,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,10-14,52.00119,51.61599,52.38639,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,15-19,47.31512,46.93663,47.6936,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,20-24,42.74935,42.37894,43.11976,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,25-29,38.32096,37.95841,38.68352,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,30-34,34.01115,33.65805,34.36425,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,35-39,29.84406,29.50055,30.18758,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,40-44,25.87633,25.54383,26.20882,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,45-49,22.10805,21.7858,22.4303,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,50-54,18.5233,18.21112,18.83549,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,55-59,15.19771,14.89611,15.49931,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,60-64,12.20607,11.91527,12.49687,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,65-69,9.5646,9.27972,9.84947,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,70-74,7.18826,6.90637,7.47015,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,75-79,5.19544,4.90843,5.48245,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,80-84,3.57372,3.29947,3.84798,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,85-89,2.41568,2.18495,2.64641,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,90plus,1.64391,1.42045,1.86737,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,lessthan1,61.96042,61.54793,62.37291,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,01-04,61.2378,60.82393,61.65166,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,05-09,57.4745,57.06338,57.88561,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,10-14,52.77734,52.37166,53.18303,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,15-19,48.13622,47.73716,48.53527,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,20-24,43.58887,43.19794,43.9798,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,25-29,39.14511,38.76154,39.52869,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,30-34,34.82036,34.44487,35.19584,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,35-39,30.63572,30.26984,31.00161,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,40-44,26.62477,26.26932,26.98023,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,45-49,22.79805,22.45211,23.144,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,50-54,19.18896,18.85312,19.52481,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,55-59,15.8235,15.49756,16.14945,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,60-64,12.74166,12.42658,13.05675,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,65-69,9.95267,9.64515,10.26019,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,70-74,7.45602,7.15353,7.75851,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,75-79,5.33044,5.02913,5.63175,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,80-84,3.59123,3.31625,3.86621,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,85-89,2.29219,2.06395,2.52043,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,90plus,1.39587,1.18155,1.61019,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,lessthan1,60.95592,60.47024,61.44159,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,01-04,60.29518,59.80757,60.78279,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,05-09,56.57301,56.09052,57.0555,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,10-14,51.91856,51.44523,52.3919,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,15-19,47.29538,46.83244,47.75833,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,20-24,42.77548,42.32409,43.22686,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,25-29,38.3511,37.91091,38.7913,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,30-34,34.0453,33.61514,34.47547,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,35-39,29.87456,29.45603,30.2931,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,40-44,25.87531,25.46906,26.28155,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,45-49,22.04381,21.64826,22.43937,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,50-54,18.40483,18.02332,18.78634,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,55-59,15.01876,14.65088,15.38663,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,60-64,11.95605,11.60179,12.31031,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,65-69,9.23854,8.89374,9.58334,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,70-74,6.82201,6.48097,7.16306,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,75-79,4.82935,4.48156,5.17714,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,80-84,3.20525,2.88558,3.52492,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,85-89,2.0409,1.77984,2.30196,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,90plus,1.27978,1.03681,1.52275,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,lessthan1,61.60709,61.10439,62.1098,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,01-04,60.93434,60.42976,61.43892,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,05-09,57.23964,56.73937,57.73991,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,10-14,52.6071,52.11446,53.09975,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,15-19,48.00039,47.5162,48.48459,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,20-24,43.49279,43.01858,43.96699,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,25-29,39.07293,38.60798,39.53789,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,30-34,34.75205,34.29734,35.20675,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,35-39,30.5743,30.12963,31.01896,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,40-44,26.53259,26.10011,26.96507,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,45-49,22.68021,22.25814,23.10228,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,50-54,19.01147,18.60076,19.42219,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,55-59,15.60462,15.20721,16.00202,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,60-64,12.49607,12.11394,12.8782,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,65-69,9.63091,9.26001,10.00181,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,70-74,7.07444,6.70948,7.43939,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,75-79,4.93386,4.57276,5.29495,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,80-84,3.23543,2.90164,3.56921,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,85-89,2.01862,1.74673,2.29051,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,90plus,1.22509,0.97367,1.47651,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,lessthan1,62.62137,62.05415,63.18859,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,01-04,61.97672,61.40694,62.54649,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,05-09,58.19892,57.63319,58.76464,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,10-14,53.48191,52.92337,54.04045,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,15-19,48.79603,48.24552,49.34654,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,20-24,44.17777,43.63626,44.71928,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,25-29,39.67778,39.14533,40.21023,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,30-34,35.27767,34.76001,35.79533,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,35-39,31.0117,30.50777,31.51563,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,40-44,26.87383,26.38372,27.36394,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,45-49,22.91822,22.43898,23.39745,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,50-54,19.15596,18.69003,19.62189,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,55-59,15.66673,15.21643,16.11702,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,60-64,12.48227,12.05078,12.91375,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,65-69,9.63874,9.22007,10.05741,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,70-74,7.10161,6.6898,7.51342,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,75-79,4.99822,4.58511,5.41133,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,80-84,3.3029,2.91077,3.69503,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,85-89,2.07741,1.75816,2.39665,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,90plus,1.32659,1.02377,1.62942,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,lessthan1,63.15325,62.54964,63.75686,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,01-04,62.4308,61.82546,63.03613,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,05-09,58.71972,58.11996,59.31948,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,10-14,54.04869,53.45872,54.63866,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,15-19,49.41434,48.83508,49.99359,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,20-24,44.87572,44.30953,45.44191,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,25-29,40.43015,39.87483,40.98547,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,30-34,36.07507,35.53026,36.61988,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,35-39,31.81301,31.28053,32.34549,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,40-44,27.70396,27.18425,28.22367,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,45-49,23.76121,23.25469,24.26773,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,50-54,20.00382,19.51096,20.49669,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,55-59,16.49912,16.02262,16.97562,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,60-64,13.26966,12.81157,13.72775,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,65-69,10.26553,9.82117,10.70989,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,70-74,7.5865,7.15037,8.02262,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,75-79,5.29757,4.87148,5.72366,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,80-84,3.48429,3.09314,3.87544,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,85-89,2.2153,1.89011,2.54048,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,90plus,1.3987,1.08928,1.70812,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,lessthan1,62.29852,61.81853,62.77851,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,01-04,61.72668,61.24389,62.20946,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,05-09,57.94802,57.46839,58.42765,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,10-14,53.21963,52.74618,53.69308,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,15-19,48.5275,48.0613,48.99371,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,20-24,43.93246,43.47445,44.39047,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,25-29,39.45885,39.00938,39.90831,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,30-34,35.08133,34.64332,35.51934,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,35-39,30.8318,30.406,31.25761,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,40-44,26.7374,26.32541,27.1494,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,45-49,22.82566,22.42467,23.22665,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,50-54,19.12504,18.73567,19.51442,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,55-59,15.69187,15.31686,16.06688,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,60-64,12.59102,12.22943,12.95261,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,65-69,9.80856,9.45757,10.15956,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,70-74,7.31776,6.96803,7.66748,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,75-79,5.19694,4.84496,5.54892,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,80-84,3.49897,3.16674,3.8312,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,85-89,2.25672,1.98302,2.53043,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,90plus,1.47075,1.20921,1.73228,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,lessthan1,63.04305,62.53562,63.55048,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,01-04,62.39473,61.88497,62.90449,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,05-09,58.59294,58.08611,59.09977,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,10-14,53.85515,53.35378,54.35652,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,15-19,49.16006,48.66527,49.65485,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,20-24,44.55995,44.07345,45.04645,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,25-29,40.06358,39.58679,40.54037,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,30-34,35.67344,35.2059,36.14098,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,35-39,31.4014,30.94406,31.85874,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,40-44,27.30894,26.86527,27.75262,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,45-49,23.37827,22.94619,23.81036,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,50-54,19.67708,19.25664,20.09751,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,55-59,16.23143,15.82555,16.6373,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,60-64,13.0802,12.68845,13.47194,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,65-69,10.16031,9.7818,10.53882,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,70-74,7.55178,7.18211,7.92145,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,75-79,5.34234,4.97605,5.70863,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,80-84,3.55675,3.21971,3.89378,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,85-89,2.26298,1.98224,2.54371,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,90plus,1.39877,1.13238,1.66515,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,lessthan1,64.59117,64.0833,65.09905,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,01-04,63.91861,63.40904,64.42818,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,05-09,60.21753,59.71364,60.72143,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,10-14,55.54453,55.04992,56.03914,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,15-19,50.87082,50.38567,51.35597,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,20-24,46.26797,45.7925,46.74345,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,25-29,41.748,41.28232,42.21369,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,30-34,37.29277,36.83637,37.74916,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,35-39,32.91705,32.47066,33.36344,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,40-44,28.66011,28.22525,29.09498,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,45-49,24.56043,24.13609,24.98477,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,50-54,20.64396,20.23045,21.05748,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,55-59,16.96755,16.56801,17.36709,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,60-64,13.59456,13.2089,13.98021,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,65-69,10.55014,10.17393,10.92636,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,70-74,7.80037,7.43264,8.1681,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,75-79,5.47145,5.10563,5.83726,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,80-84,3.60018,3.25294,3.94742,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,85-89,2.26092,1.97548,2.54637,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,90plus,1.40226,1.13555,1.66898,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,lessthan1,65.33696,64.79916,65.87475,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,01-04,64.61259,64.07325,65.15194,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,05-09,60.86626,60.33129,61.40123,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,10-14,56.16762,55.64012,56.69511,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,15-19,51.49517,50.97576,52.01458,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,20-24,46.9274,46.41853,47.43628,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,25-29,42.47988,41.98357,42.97618,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,30-34,38.06949,37.58392,38.55507,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,35-39,33.72134,33.24556,34.19712,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,40-44,29.47768,29.01206,29.9433,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,45-49,25.38464,24.92917,25.84011,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,50-54,21.45712,21.01253,21.90172,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,55-59,17.75576,17.32428,18.18724,HLE
