Period,Code,Sex,age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,45-49,21.37356,20.66836,22.07876,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,50-54,17.72182,17.03644,18.40721,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,55-59,14.42287,13.75605,15.08969,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,60-64,11.48553,10.84489,12.12616,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,65-69,8.97988,8.35601,9.60375,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,70-74,6.7208,6.11657,7.32502,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,75-79,4.80061,4.21032,5.3909,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,80-84,3.29148,2.72751,3.85545,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,85-89,2.19498,1.73188,2.65809,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,90plus,1.54202,1.09082,1.99323,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,lessthan1,62.78037,61.91836,63.64237,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,01-04,62.03715,61.1722,62.9021,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,05-09,58.19745,57.33544,59.05946,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,10-14,53.41195,52.55593,54.26797,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,15-19,48.66226,47.81386,49.51066,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,20-24,44.0239,43.18519,44.8626,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,25-29,39.50634,38.6797,40.33299,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,30-34,35.08507,34.27222,35.89792,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,35-39,30.78437,29.98666,31.58207,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,40-44,26.65684,25.87634,27.43735,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,45-49,22.76893,22.0048,23.53306,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,50-54,19.09999,18.35522,19.84476,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,55-59,15.72172,14.99671,16.44674,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,60-64,12.63976,11.94681,13.33272,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,65-69,9.82428,9.15182,10.49673,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,70-74,7.3053,6.65612,7.95449,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,75-79,5.14776,4.52294,5.77258,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,80-84,3.45106,2.85346,4.04866,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,85-89,2.18792,1.69546,2.68038,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,90plus,1.33973,0.88034,1.79913,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,lessthan1,61.66089,61.2802,62.04158,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,01-04,60.92993,60.54774,61.31212,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,05-09,57.05537,56.67423,57.43651,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,10-14,52.23844,51.86001,52.61688,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,15-19,47.47626,47.10155,47.85098,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,20-24,42.85654,42.48633,43.22674,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,25-29,38.36923,38.0061,38.73236,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,30-34,34.03805,33.68322,34.39287,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,35-39,29.87766,29.53187,30.22346,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,40-44,25.88912,25.5552,26.22303,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,45-49,22.07634,21.75217,22.4005,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,50-54,18.43058,18.11556,18.74559,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,55-59,15.04412,14.73747,15.35076,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,60-64,12.00323,11.70615,12.30031,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,65-69,9.32178,9.02731,9.61625,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,70-74,6.9546,6.65584,7.25336,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,75-79,5.00282,4.68613,5.31951,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,80-84,3.4237,3.11046,3.73695,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,85-89,2.27688,2.01543,2.53833,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,90plus,1.58274,1.32436,1.84112,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,lessthan1,63.21019,62.79146,63.62891,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,01-04,62.45704,62.03722,62.87687,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,05-09,58.69807,58.28175,59.11439,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,10-14,54.01396,53.60439,54.42353,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,15-19,49.38705,48.98562,49.78848,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,20-24,44.87539,44.48357,45.26722,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,25-29,40.44572,40.06459,40.82685,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,30-34,36.13947,35.76822,36.51072,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,35-39,31.95914,31.59719,32.32108,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,40-44,27.93771,27.58666,28.28876,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,45-49,24.07822,23.73714,24.41931,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,50-54,20.41578,20.08317,20.74839,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,55-59,16.99829,16.67428,17.3223,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,60-64,13.81496,13.4993,14.13062,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,65-69,10.89873,10.58825,11.20922,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,70-74,8.28689,7.97771,8.59606,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,75-79,6.05466,5.73516,6.37415,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,80-84,4.2083,3.91264,4.50396,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,85-89,2.78238,2.533,3.03176,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,90plus,1.77252,1.53411,2.01093,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,lessthan1,61.60575,61.21614,61.99536,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,01-04,60.89988,60.50877,61.29099,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,05-09,57.08289,56.69426,57.47151,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,10-14,52.3218,51.93809,52.70551,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,15-19,47.60487,47.22724,47.98249,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,20-24,43.00068,42.6302,43.37115,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,25-29,38.52971,38.16572,38.8937,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,30-34,34.18001,33.8267,34.53332,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,35-39,29.96735,29.62577,30.30892,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,40-44,25.94429,25.61583,26.27275,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,45-49,22.08554,21.77079,22.40029,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,50-54,18.44756,18.14509,18.75004,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,55-59,15.03923,14.75008,15.32838,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,60-64,11.97725,11.70048,12.25402,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,65-69,9.26771,8.99845,9.53697,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,70-74,6.85692,6.59098,7.12286,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,75-79,4.86792,4.59784,5.13801,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,80-84,3.25192,2.99944,3.50439,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,85-89,2.07643,1.8692,2.28366,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,90plus,1.2807,1.09054,1.47087,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,lessthan1,62.12185,61.70072,62.54299,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,01-04,61.37371,60.95133,61.79609,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,05-09,57.59221,57.17277,58.01165,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,10-14,52.86855,52.45477,53.28233,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,15-19,48.2066,47.7995,48.6137,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,20-24,43.63902,43.24041,44.03763,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,25-29,39.19203,38.80635,39.57772,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,30-34,34.85663,34.48194,35.23132,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,35-39,30.66399,30.29965,31.02832,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,40-44,26.61898,26.26916,26.96881,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,45-49,22.76194,22.42329,23.10059,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,50-54,19.12527,18.79817,19.45236,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,55-59,15.74743,15.43257,16.06229,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,60-64,12.66275,12.36085,12.96466,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,65-69,9.83787,9.54593,10.12981,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,70-74,7.31972,7.0329,7.60654,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,75-79,5.19476,4.91249,5.47702,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,80-84,3.49048,3.24046,3.74051,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,85-89,2.24256,2.03503,2.45009,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,90plus,1.4201,1.22256,1.61764,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,lessthan1,63.37494,63.21629,63.53359,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,01-04,62.68938,62.53012,62.84865,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,05-09,58.90829,58.75007,59.06651,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,10-14,54.17656,54.0203,54.33282,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,15-19,49.48272,49.32871,49.63673,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,20-24,44.88402,44.73256,45.03549,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,25-29,40.38966,40.24111,40.53822,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,30-34,35.98458,35.83943,36.12974,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,35-39,31.69267,31.55068,31.83467,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,40-44,27.55647,27.41824,27.6947,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,45-49,23.60481,23.46982,23.7398,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,50-54,19.8538,19.72219,19.9854,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,55-59,16.34409,16.21641,16.47177,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,60-64,13.14102,13.01761,13.26443,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,65-69,10.27006,10.1495,10.39062,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,70-74,7.68795,7.56822,7.80767,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,75-79,5.50502,5.38409,5.62595,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,80-84,3.72609,3.61107,3.8411,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,85-89,2.4125,2.31694,2.50807,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,90plus,1.54132,1.45005,1.63259,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,lessthan1,63.85439,63.68427,64.0245,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,01-04,63.13614,62.96551,63.30677,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,05-09,59.40182,59.23257,59.57106,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,10-14,54.72551,54.55866,54.89236,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,15-19,50.07734,49.91314,50.24154,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,20-24,45.52554,45.3646,45.68649,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,25-29,41.06738,40.90969,41.22508,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,30-34,36.6776,36.5229,36.8323,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,35-39,32.38443,32.23264,32.53622,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,40-44,28.23883,28.09044,28.38722,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,45-49,24.26818,24.12314,24.41322,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,50-54,20.49524,20.35363,20.63685,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,55-59,16.96314,16.82525,17.10104,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,60-64,13.70369,13.56991,13.83746,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,65-69,10.65937,10.52897,10.78977,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,70-74,7.90221,7.77354,8.03088,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,75-79,5.56531,5.43812,5.69251,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,80-84,3.70527,3.58943,3.82112,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,85-89,2.37089,2.27453,2.46725,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,90plus,1.50858,1.41666,1.6005,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,lessthan1,63.07526,62.93359,63.21694,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,01-04,62.38742,62.24519,62.52964,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,05-09,58.60684,58.46556,58.74812,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,10-14,53.87955,53.74003,54.01906,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,15-19,49.19152,49.05404,49.32899,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,20-24,44.60141,44.46623,44.73659,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,25-29,40.1191,39.98655,40.25165,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,30-34,35.73054,35.60102,35.86006,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,35-39,31.45662,31.32997,31.58327,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,40-44,27.34118,27.21796,27.46441,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,45-49,23.40909,23.28877,23.52941,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,50-54,19.67549,19.55813,19.79286,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,55-59,16.18376,16.06976,16.29775,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,60-64,13.00468,12.89424,13.11512,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,65-69,10.16005,10.05177,10.26834,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,70-74,7.60411,7.49597,7.71225,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,75-79,5.44713,5.33679,5.55746,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,80-84,3.69318,3.58814,3.79822,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,85-89,2.39852,2.31125,2.4858,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,90plus,1.5472,1.46365,1.63076,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,lessthan1,63.70343,63.55232,63.85454,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,01-04,62.97966,62.82809,63.13122,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,05-09,59.23404,59.08364,59.38444,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,10-14,54.5475,54.39914,54.69586,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,15-19,49.89278,49.74671,50.03885,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,20-24,45.33689,45.19364,45.48014,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,25-29,40.87691,40.73653,41.01729,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,30-34,36.49195,36.3543,36.6296,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,35-39,32.20943,32.07444,32.34442,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,40-44,28.07545,27.94354,28.20735,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,45-49,24.12059,23.99171,24.24948,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,50-54,20.36417,20.23829,20.49005,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,55-59,16.85294,16.73026,16.97561,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,60-64,13.61565,13.49645,13.73484,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,65-69,10.59944,10.48295,10.71593,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,70-74,7.87276,7.75746,7.98806,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,75-79,5.55997,5.44523,5.67471,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,80-84,3.71635,3.61198,3.82072,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,85-89,2.38465,2.29776,2.47154,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,90plus,1.51891,1.436,1.60183,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,lessthan1,61.16135,60.30784,62.01486,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,01-04,60.51221,59.6548,61.36963,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,05-09,56.76816,55.9168,57.61952,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,10-14,52.10001,51.25943,52.9406,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,15-19,47.46404,46.63474,48.29335,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,20-24,42.9304,42.11179,43.74901,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,25-29,38.51506,37.71263,39.31749,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,30-34,34.16546,33.37825,34.95267,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,35-39,29.90053,29.1271,30.67395,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,40-44,25.83152,25.07899,26.58405,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,45-49,21.95196,21.21697,22.68694,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,50-54,18.30158,17.58336,19.0198,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,55-59,14.98095,14.28863,15.67328,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,60-64,11.99627,11.32874,12.66379,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,65-69,9.43123,8.78373,10.07873,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,70-74,7.14309,6.51075,7.77543,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,75-79,5.1574,4.52127,5.79354,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,80-84,3.5622,2.9432,4.18119,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,85-89,2.42759,1.91228,2.94289,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,90plus,1.72109,1.2174,2.22478,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,lessthan1,62.88402,62.0287,63.73933,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,01-04,62.12584,61.26752,62.98416,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,05-09,58.23205,57.37508,59.08902,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,10-14,53.38941,52.53612,54.24271,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,15-19,48.59842,47.75056,49.44627,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,20-24,43.92711,43.08666,44.76756,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,25-29,39.37312,38.54423,40.20201,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,30-34,34.92936,34.11647,35.74226,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,35-39,30.62315,29.82716,31.41914,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,40-44,26.49075,25.71449,27.26702,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,45-49,22.58992,21.83396,23.34588,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,50-54,18.91499,18.1787,19.65128,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,55-59,15.53746,14.82295,16.25197,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,60-64,12.45098,11.76854,13.13342,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,65-69,9.65724,8.99955,10.31493,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,70-74,7.16905,6.53323,7.80486,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,75-79,5.01688,4.4087,5.62505,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,80-84,3.35302,2.80951,3.89653,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,85-89,2.09659,1.65089,2.5423,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,90plus,1.24978,0.83782,1.66173,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,lessthan1,61.7238,61.32126,62.12635,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,01-04,61.00336,60.59946,61.40726,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,05-09,57.22353,56.82295,57.62411,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,10-14,52.50976,52.11538,52.90413,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,15-19,47.83756,47.45031,48.2248,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,20-24,43.27638,42.89727,43.65549,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,25-29,38.82778,38.45771,39.19785,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,30-34,34.51835,34.15861,34.87808,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,35-39,30.35427,30.00326,30.70528,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,40-44,26.37092,26.03269,26.70915,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,45-49,22.55488,22.22677,22.88298,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,50-54,18.89597,18.57665,19.21528,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,55-59,15.48244,15.17147,15.79342,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,60-64,12.40316,12.10072,12.7056,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,65-69,9.69043,9.39136,9.98951,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,70-74,7.26673,6.96069,7.57276,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,75-79,5.25069,4.92752,5.57387,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,80-84,3.63244,3.3102,3.95469,HLE
